filename,label,area,equivalent_diameter,centroid-0,centroid-1,area_sqmicron,eq_diam_micron
b8.tif,1,910980.0,1076.984568349444,506.2208808096775,540.4064567828053,36439.2,215.39691366988882
b8.tif,2,8.0,3.1915382432114616,2.5,151.5,0.32,0.6383076486422923
b8.tif,3,8.0,3.1915382432114616,3.5,312.5,0.32,0.6383076486422923
b8.tif,4,4.0,2.256758334191025,2.5,342.5,0.16,0.45135166683820505
b8.tif,5,4.0,2.256758334191025,6.5,150.5,0.16,0.45135166683820505
b8.tif,6,52.0,8.136857890256438,12.961538461538462,307.4230769230769,2.08,1.6273715780512876
b8.tif,7,16.0,4.51351666838205,26.5,273.0,0.64,0.9027033336764101
b8.tif,8,8.0,3.1915382432114616,25.5,318.5,0.32,0.6383076486422923
b8.tif,9,4.0,2.256758334191025,28.5,316.5,0.16,0.45135166683820505
b8.tif,10,4.0,2.256758334191025,34.5,148.5,0.16,0.45135166683820505
b8.tif,11,52.0,8.136857890256438,39.57692307692308,272.1923076923077,2.08,1.6273715780512876
b8.tif,12,4.0,2.256758334191025,36.5,342.5,0.16,0.45135166683820505
b8.tif,13,16.0,4.51351666838205,42.5,281.0,0.64,0.9027033336764101
b8.tif,14,8.0,3.1915382432114616,41.5,290.5,0.32,0.6383076486422923
b8.tif,15,8.0,3.1915382432114616,41.5,316.5,0.32,0.6383076486422923
b8.tif,16,8.0,3.1915382432114616,43.5,326.5,0.32,0.6383076486422923
b8.tif,17,24.0,5.527906391541368,46.5,347.5,0.96,1.1055812783082737
b8.tif,18,32.0,6.383076486422923,50.25,274.75,1.28,1.2766152972845846
b8.tif,19,16.0,4.51351666838205,53.5,297.5,0.64,0.9027033336764101
b8.tif,20,4.0,2.256758334191025,56.5,274.5,0.16,0.45135166683820505
b8.tif,21,12.0,3.9088200952233594,58.5,290.5,0.48,0.7817640190446719
b8.tif,22,12.0,3.9088200952233594,59.166666666666664,345.1666666666667,0.48,0.7817640190446719
b8.tif,23,8.0,3.1915382432114616,61.5,282.5,0.32,0.6383076486422923
b8.tif,24,28.0,5.970821321441846,63.92857142857143,330.5,1.12,1.1941642642883692
b8.tif,25,76.0,9.83698151873187,71.23684210526316,343.13157894736844,3.04,1.967396303746374
b8.tif,26,28.0,5.970821321441846,73.92857142857143,281.64285714285717,1.12,1.1941642642883692
b8.tif,27,92.0,10.823032759612019,76.76086956521739,311.3695652173913,3.68,2.164606551922404
b8.tif,28,80.0,10.092530088080641,78.0,293.7,3.2,2.0185060176161285
b8.tif,29,4.0,2.256758334191025,74.5,564.5,0.16,0.45135166683820505
b8.tif,30,4.0,2.256758334191025,76.5,246.5,0.16,0.45135166683820505
b8.tif,31,32.0,6.383076486422923,78.5,273.0,1.28,1.2766152972845846
b8.tif,32,8.0,3.1915382432114616,80.5,349.5,0.32,0.6383076486422923
b8.tif,33,8.0,3.1915382432114616,80.5,363.5,0.32,0.6383076486422923
b8.tif,34,8.0,3.1915382432114616,82.5,277.5,0.32,0.6383076486422923
b8.tif,35,4.0,2.256758334191025,84.5,298.5,0.16,0.45135166683820505
b8.tif,36,112.0,11.941642642883693,92.14285714285714,1006.3571428571429,4.48,2.3883285285767384
b8.tif,37,8.0,3.1915382432114616,93.5,288.5,0.32,0.6383076486422923
b8.tif,38,4.0,2.256758334191025,94.5,310.5,0.16,0.45135166683820505
b8.tif,39,8.0,3.1915382432114616,98.5,863.5,0.32,0.6383076486422923
b8.tif,40,4.0,2.256758334191025,100.5,368.5,0.16,0.45135166683820505
b8.tif,41,24.0,5.527906391541368,104.5,979.5,0.96,1.1055812783082737
b8.tif,42,4.0,2.256758334191025,104.5,990.5,0.16,0.45135166683820505
b8.tif,43,40.0,7.136496464611085,110.1,252.7,1.6,1.427299292922217
b8.tif,44,8.0,3.1915382432114616,109.5,298.5,0.32,0.6383076486422923
b8.tif,45,40.0,7.136496464611085,114.1,290.7,1.6,1.427299292922217
b8.tif,46,8.0,3.1915382432114616,115.5,260.5,0.32,0.6383076486422923
b8.tif,47,32.0,6.383076486422923,116.25,282.75,1.28,1.2766152972845846
b8.tif,48,8.0,3.1915382432114616,120.5,101.5,0.32,0.6383076486422923
b8.tif,49,4.0,2.256758334191025,120.5,808.5,0.16,0.45135166683820505
b8.tif,50,12.0,3.9088200952233594,124.5,628.5,0.48,0.7817640190446719
b8.tif,51,8.0,3.1915382432114616,127.5,982.5,0.32,0.6383076486422923
b8.tif,52,4.0,2.256758334191025,130.5,298.5,0.16,0.45135166683820505
b8.tif,53,8.0,3.1915382432114616,133.5,336.5,0.32,0.6383076486422923
b8.tif,54,4.0,2.256758334191025,132.5,346.5,0.16,0.45135166683820505
b8.tif,55,16.0,4.51351666838205,135.5,249.5,0.64,0.9027033336764101
b8.tif,56,12.0,3.9088200952233594,137.16666666666666,325.1666666666667,0.48,0.7817640190446719
b8.tif,57,36.0,6.770275002573076,143.61111111111111,99.16666666666667,1.44,1.3540550005146152
b8.tif,58,32.0,6.383076486422923,142.5,264.75,1.28,1.2766152972845846
b8.tif,59,8.0,3.1915382432114616,147.5,274.5,0.32,0.6383076486422923
b8.tif,60,16.0,4.51351666838205,147.5,291.5,0.64,0.9027033336764101
b8.tif,61,8.0,3.1915382432114616,149.5,92.5,0.32,0.6383076486422923
b8.tif,62,32.0,6.383076486422923,150.5,251.0,1.28,1.2766152972845846
b8.tif,63,4.0,2.256758334191025,150.5,260.5,0.16,0.45135166683820505
b8.tif,64,4.0,2.256758334191025,150.5,332.5,0.16,0.45135166683820505
b8.tif,65,12.0,3.9088200952233594,153.16666666666666,271.1666666666667,0.48,0.7817640190446719
b8.tif,66,4.0,2.256758334191025,154.5,318.5,0.16,0.45135166683820505
b8.tif,67,36.0,6.770275002573076,162.5,88.5,1.44,1.3540550005146152
b8.tif,68,12.0,3.9088200952233594,167.16666666666666,325.1666666666667,0.48,0.7817640190446719
b8.tif,69,28.0,5.970821321441846,168.5,343.07142857142856,1.12,1.1941642642883692
b8.tif,70,336.0,20.683531783305643,178.14285714285714,109.66666666666667,13.44,4.136706356661128
b8.tif,71,152.0,13.911592676604096,180.1315789473684,271.13157894736844,6.08,2.7823185353208193
b8.tif,72,12.0,3.9088200952233594,179.83333333333334,253.83333333333334,0.48,0.7817640190446719
b8.tif,73,8.0,3.1915382432114616,178.5,323.5,0.32,0.6383076486422923
b8.tif,74,16.0,4.51351666838205,180.0,336.0,0.64,0.9027033336764101
b8.tif,75,16.0,4.51351666838205,179.5,375.5,0.64,0.9027033336764101
b8.tif,76,8.0,3.1915382432114616,180.5,351.5,0.32,0.6383076486422923
b8.tif,77,4.0,2.256758334191025,186.5,336.5,0.16,0.45135166683820505
b8.tif,78,8.0,3.1915382432114616,193.5,300.5,0.32,0.6383076486422923
b8.tif,79,56.0,8.444016491289505,207.78571428571428,329.07142857142856,2.24,1.6888032982579009
b8.tif,80,4.0,2.256758334191025,200.5,494.5,0.16,0.45135166683820505
b8.tif,81,4.0,2.256758334191025,202.5,254.5,0.16,0.45135166683820505
b8.tif,82,248.0,17.769732893161912,215.17741935483872,367.8225806451613,9.92,3.5539465786323823
b8.tif,83,32.0,6.383076486422923,207.75,398.0,1.28,1.2766152972845846
b8.tif,84,4.0,2.256758334191025,206.5,254.5,0.16,0.45135166683820505
b8.tif,85,32.0,6.383076486422923,209.25,341.5,1.28,1.2766152972845846
b8.tif,86,16.0,4.51351666838205,209.5,353.5,0.64,0.9027033336764101
b8.tif,87,208.0,16.273715780512877,225.3846153846154,325.0769230769231,8.32,3.2547431561025753
b8.tif,88,8.0,3.1915382432114616,213.5,384.5,0.32,0.6383076486422923
b8.tif,89,20.0,5.046265044040321,216.9,333.7,0.8,1.0092530088080642
b8.tif,90,20.0,5.046265044040321,216.1,349.3,0.8,1.0092530088080642
b8.tif,91,56.0,8.444016491289505,219.78571428571428,286.2142857142857,2.24,1.6888032982579009
b8.tif,92,36.0,6.770275002573076,220.5,402.5,1.44,1.3540550005146152
b8.tif,93,4.0,2.256758334191025,224.5,148.5,0.16,0.45135166683820505
b8.tif,94,28.0,5.970821321441846,228.5,355.92857142857144,1.12,1.1941642642883692
b8.tif,95,16.0,4.51351666838205,236.5,319.0,0.64,0.9027033336764101
b8.tif,96,4.0,2.256758334191025,234.5,348.5,0.16,0.45135166683820505
b8.tif,97,48.0,7.817640190446719,238.16666666666666,386.3333333333333,1.92,1.5635280380893437
b8.tif,98,16.0,4.51351666838205,243.5,427.5,0.64,0.9027033336764101
b8.tif,99,12.0,3.9088200952233594,245.16666666666666,293.8333333333333,0.48,0.7817640190446719
b8.tif,100,4.0,2.256758334191025,246.5,318.5,0.16,0.45135166683820505
b8.tif,101,4.0,2.256758334191025,246.5,336.5,0.16,0.45135166683820505
b8.tif,102,12.0,3.9088200952233594,251.16666666666666,353.1666666666667,0.48,0.7817640190446719
b8.tif,103,16.0,4.51351666838205,268.5,318.0,0.64,0.9027033336764101
b8.tif,104,8.0,3.1915382432114616,267.5,332.5,0.32,0.6383076486422923
b8.tif,105,184.0,15.306079714651624,336.45652173913044,80.58695652173913,7.36,3.0612159429303247
b8.tif,106,12.0,3.9088200952233594,330.5,80.5,0.48,0.7817640190446719
b8.tif,107,4.0,2.256758334191025,332.5,46.5,0.16,0.45135166683820505
b8.tif,108,12.0,3.9088200952233594,336.5,48.5,0.48,0.7817640190446719
b8.tif,109,12.0,3.9088200952233594,345.1666666666667,41.166666666666664,0.48,0.7817640190446719
b8.tif,110,4.0,2.256758334191025,348.5,114.5,0.16,0.45135166683820505
b8.tif,111,48.0,7.817640190446719,355.5,345.5,1.92,1.5635280380893437
b8.tif,112,16.0,4.51351666838205,364.5,441.5,0.64,0.9027033336764101
b8.tif,113,4.0,2.256758334191025,364.5,448.5,0.16,0.45135166683820505
b8.tif,114,4.0,2.256758334191025,402.5,676.5,0.16,0.45135166683820505
b8.tif,115,12.0,3.9088200952233594,405.8333333333333,359.8333333333333,0.48,0.7817640190446719
b8.tif,116,12.0,3.9088200952233594,414.5,356.5,0.48,0.7817640190446719
b8.tif,117,4.0,2.256758334191025,414.5,532.5,0.16,0.45135166683820505
b8.tif,118,16.0,4.51351666838205,485.0,76.5,0.64,0.9027033336764101
b8.tif,119,4.0,2.256758334191025,554.5,930.5,0.16,0.45135166683820505
b8.tif,120,24.0,5.527906391541368,564.5,529.5,0.96,1.1055812783082737
b8.tif,121,4.0,2.256758334191025,606.5,602.5,0.16,0.45135166683820505
b8.tif,122,4.0,2.256758334191025,608.5,826.5,0.16,0.45135166683820505
b8.tif,123,4.0,2.256758334191025,644.5,78.5,0.16,0.45135166683820505
b8.tif,124,4.0,2.256758334191025,644.5,84.5,0.16,0.45135166683820505
b8.tif,125,16.0,4.51351666838205,698.5,281.5,0.64,0.9027033336764101
b8.tif,126,4.0,2.256758334191025,698.5,978.5,0.16,0.45135166683820505
b8.tif,127,16.0,4.51351666838205,721.5,949.5,0.64,0.9027033336764101
b8.tif,128,4.0,2.256758334191025,724.5,714.5,0.16,0.45135166683820505
b8.tif,129,4.0,2.256758334191025,758.5,794.5,0.16,0.45135166683820505
b8.tif,130,4.0,2.256758334191025,760.5,642.5,0.16,0.45135166683820505
b8.tif,131,4.0,2.256758334191025,776.5,766.5,0.16,0.45135166683820505
b8.tif,132,40.0,7.136496464611085,782.7,97.5,1.6,1.427299292922217
b8.tif,133,24.0,5.527906391541368,808.8333333333334,474.8333333333333,0.96,1.1055812783082737
b8.tif,134,4.0,2.256758334191025,832.5,968.5,0.16,0.45135166683820505
b8.tif,135,12.0,3.9088200952233594,837.1666666666666,967.8333333333334,0.48,0.7817640190446719
b8.tif,136,20.0,5.046265044040321,846.5,954.5,0.8,1.0092530088080642
b8.tif,137,12.0,3.9088200952233594,850.5,608.5,0.48,0.7817640190446719
b8.tif,138,4.0,2.256758334191025,856.5,198.5,0.16,0.45135166683820505
b8.tif,139,10892.0,117.76300404310088,960.5866691149467,38.833455747337496,435.68,23.552600808620177
b8.tif,140,4.0,2.256758334191025,864.5,940.5,0.16,0.45135166683820505
b8.tif,141,32.0,6.383076486422923,890.5,790.25,1.28,1.2766152972845846
b8.tif,142,4.0,2.256758334191025,894.5,310.5,0.16,0.45135166683820505
b8.tif,143,52.0,8.136857890256438,967.7307692307693,139.73076923076923,2.08,1.6273715780512876
b8.tif,144,8.0,3.1915382432114616,969.5,324.5,0.32,0.6383076486422923
b8.tif,145,8.0,3.1915382432114616,981.5,710.5,0.32,0.6383076486422923
