filename,label,area,equivalent_diameter,centroid-0,centroid-1,area_sqmicron,eq_diam_micron
image355_diffmap.png,1,21715.0,166.27807045405615,128.60626295187657,39.46705042597283,868.6,33.25561409081123
image355_diffmap.png,2,75.0,9.772050238058398,2.0533333333333332,106.18666666666667,3.0,1.9544100476116797
image355_diffmap.png,3,58.0,8.593479713983122,3.9827586206896552,142.1551724137931,2.32,1.7186959427966244
image355_diffmap.png,4,18062.0,151.64845088891119,137.65878640239177,374.7634259771897,722.48,30.329690177782236
image355_diffmap.png,5,7.0,2.985410660720923,1.4285714285714286,180.28571428571428,0.28,0.5970821321441846
image355_diffmap.png,6,9.0,3.385137501286538,2.111111111111111,299.8888888888889,0.36,0.6770275002573076
image355_diffmap.png,7,13.0,4.068428945128219,6.0,161.23076923076923,0.52,0.8136857890256438
image355_diffmap.png,8,40.0,7.136496464611085,8.1,185.1,1.6,1.427299292922217
image355_diffmap.png,9,10.0,3.5682482323055424,7.9,242.5,0.4,0.7136496464611085
image355_diffmap.png,10,11.0,3.742410318509555,11.090909090909092,230.63636363636363,0.44,0.7484820637019111
image355_diffmap.png,11,9.0,3.385137501286538,12.333333333333334,172.66666666666666,0.36,0.6770275002573076
image355_diffmap.png,12,7.0,2.985410660720923,14.0,144.0,0.28,0.5970821321441846
image355_diffmap.png,13,10.0,3.5682482323055424,14.2,218.5,0.4,0.7136496464611085
image355_diffmap.png,14,53.0,8.214724333230155,18.867924528301888,181.03773584905662,2.12,1.642944866646031
image355_diffmap.png,15,8.0,3.1915382432114616,16.875,301.125,0.32,0.6383076486422923
image355_diffmap.png,16,3.0,1.9544100476116797,18.333333333333332,144.33333333333334,0.12,0.3908820095223359
image355_diffmap.png,17,6.0,2.763953195770684,21.0,218.5,0.24,0.5527906391541368
image355_diffmap.png,18,11.0,3.742410318509555,23.363636363636363,144.63636363636363,0.44,0.7484820637019111
image355_diffmap.png,19,32.0,6.383076486422923,26.875,154.6875,1.28,1.2766152972845846
image355_diffmap.png,20,14.0,4.222008245644752,31.142857142857142,234.92857142857142,0.56,0.8444016491289504
